https://ja.wikipedia.org/wiki/JIS_X_0213%E6%BC%A2%E5%AD%97%E4%B8%80%E8%A6%A7%E3%81%AE2%E9%9D%A2
2面1区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
䕃 	2-86-78 	0xF8EC 	U+4543 	第4水準 	
蔾 	2-86-79 	0xF8ED 	U+853E 	第4水準 	
蕑 	2-86-80 	0xF8EE 	U+8551 	第4水準 	
蕓 	2-86-81 	0xF8EF 	U+8553 	第4水準 	
蕞 	2-86-82 	0xF8F0 	U+855E 	第4水準 	
蕡 	2-86-83 	0xF8F1 	U+8561 	第4水準 	
蕢 	2-86-84 	0xF8F2 	U+8562 	第4水準 	
𦾔 	2-86-85 	0xF8F3 	U+26F94 	第4水準 	
蕻 	2-86-86 	0xF8F4 	U+857B 	第4水準 	
蕽 	2-86-87 	0xF8F5 	U+857D 	第4水準 	
蕿 	2-86-88 	0xF8F6 	U+857F 	第4水準 	
薁 	2-86-89 	0xF8F7 	U+8581 	第4水準 	
薆 	2-86-90 	0xF8F8 	U+8586 	第4水準 	
薓 	2-86-91 	0xF8F9 	U+8593 	第4水準 	
薝 	2-86-92 	0xF8FA 	U+859D 	第4水準 	
薟 	2-86-93 	0xF8FB 	U+859F 	第4水準 	
𦿸 	2-86-94 	0xF8FC 	U+26FF8 	第4水準 	
2面87区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
𦿶 	2-87-01 	0xF940 	U+26FF6 	第4水準 	
𦿷 	2-87-02 	0xF941 	U+26FF7 	第4水準 	
薷 	2-87-03 	0xF942 	U+85B7 	第4水準 	
薼 	2-87-04 	0xF943 	U+85BC 	第4水準 	
藇 	2-87-05 	0xF944 	U+85C7 	第4水準 	
藊 	2-87-06 	0xF945 	U+85CA 	第4水準 	
藘 	2-87-07 	0xF946 	U+85D8 	第4水準 	
藙 	2-87-08 	0xF947 	U+85D9 	第4水準 	
藟 	2-87-09 	0xF948 	U+85DF 	第4水準 	
藡 	2-87-10 	0xF949 	U+85E1 	第4水準 	
藦 	2-87-11 	0xF94A 	U+85E6 	第4水準 	
藶 	2-87-12 	0xF94B 	U+85F6 	第4水準 	
蘀 	2-87-13 	0xF94C 	U+8600 	第4水準 	
蘑 	2-87-14 	0xF94D 	U+8611 	第4水準 	
蘞 	2-87-15 	0xF94E 	U+861E 	第4水準 	
蘡 	2-87-16 	0xF94F 	U+8621 	第4水準 	
蘤 	2-87-17 	0xF950 	U+8624 	第4水準 	
蘧 	2-87-18 	0xF951 	U+8627 	第4水準 	
𧄍 	2-87-19 	0xF952 	U+2710D 	第4水準 	
蘹 	2-87-20 	0xF953 	U+8639 	第4水準 	
蘼 	2-87-21 	0xF954 	U+863C 	第4水準 	
𧄹 	2-87-22 	0xF955 	U+27139 	第4水準 	
虀 	2-87-23 	0xF956 	U+8640 	第4水準 	
蘒 	2-87-24 	0xF957 	U+FA20 	第4水準 	
虓 	2-87-25 	0xF958 	U+8653 	第4水準 	
虖 	2-87-26 	0xF959 	U+8656 	第4水準 	
虯 	2-87-27 	0xF95A 	U+866F 	第4水準 	
虷 	2-87-28 	0xF95B 	U+8677 	第4水準 	
虺 	2-87-29 	0xF95C 	U+867A 	第4水準 	
蚇 	2-87-30 	0xF95D 	U+8687 	第4水準 	
蚉 	2-87-31 	0xF95E 	U+8689 	第4水準 	
蚍 	2-87-32 	0xF95F 	U+868D 	第4水準 	
蚑 	2-87-33 	0xF960 	U+8691 	第4水準 	
蚜 	2-87-34 	0xF961 	U+869C 	第4水準 	
蚝 	2-87-35 	0xF962 	U+869D 	第4水準 	
蚨 	2-87-36 	0xF963 	U+86A8 	第4水準 	
﨡 	2-87-37 	0xF964 	U+FA21 	第4水準 	
蚱 	2-87-38 	0xF965 	U+86B1 	第4水準 	
蚳 	2-87-39 	0xF966 	U+86B3 	第4水準 	
蛁 	2-87-40 	0xF967 	U+86C1 	第4水準 	
蛃 	2-87-41 	0xF968 	U+86C3 	第4水準 	
蛑 	2-87-42 	0xF969 	U+86D1 	第4水準 	
蛕 	2-87-43 	0xF96A 	U+86D5 	第4水準 	
蛗 	2-87-44 	0xF96B 	U+86D7 	第4水準 	
蛣 	2-87-45 	0xF96C 	U+86E3 	第4水準 	
蛦 	2-87-46 	0xF96D 	U+86E6 	第4水準 	
䖸 	2-87-47 	0xF96E 	U+45B8 	第4水準 	
蜅 	2-87-48 	0xF96F 	U+8705 	第4水準 	
蜇 	2-87-49 	0xF970 	U+8707 	第4水準 	
蜎 	2-87-50 	0xF971 	U+870E 	第4水準 	
蜐 	2-87-51 	0xF972 	U+8710 	第4水準 	
蜓 	2-87-52 	0xF973 	U+8713 	第4水準 	
蜙 	2-87-53 	0xF974 	U+8719 	第4水準 	
蜟 	2-87-54 	0xF975 	U+871F 	第4水準 	
蜡 	2-87-55 	0xF976 	U+8721 	第4水準 	
蜣 	2-87-56 	0xF977 	U+8723 	第4水準 	
蜱 	2-87-57 	0xF978 	U+8731 	第4水準 	
蜺 	2-87-58 	0xF979 	U+873A 	第4水準 	
蜾 	2-87-59 	0xF97A 	U+873E 	第4水準 	
蝀 	2-87-60 	0xF97B 	U+8740 	第4水準 	
蝃 	2-87-61 	0xF97C 	U+8743 	第4水準 	
蝑 	2-87-62 	0xF97D 	U+8751 	第4水準 	
蝘 	2-87-63 	0xF97E 	U+8758 	第4水準 	
蝤 	2-87-64 	0xF980 	U+8764 	第4水準 	
蝥 	2-87-65 	0xF981 	U+8765 	第4水準 	
蝲 	2-87-66 	0xF982 	U+8772 	第4水準 	
蝼 	2-87-67 	0xF983 	U+877C 	第4水準 	
𧏛 	2-87-68 	0xF984 	U+273DB 	第4水準 	
𧏚 	2-87-69 	0xF985 	U+273DA 	第4水準 	
螧 	2-87-70 	0xF986 	U+87A7 	第4水準 	
螉 	2-87-71 	0xF987 	U+8789 	第4水準 	
螋 	2-87-72 	0xF988 	U+878B 	第4水準 	
螓 	2-87-73 	0xF989 	U+8793 	第4水準 	
螠 	2-87-74 	0xF98A 	U+87A0 	第4水準 	
𧏾 	2-87-75 	0xF98B 	U+273FE 	第4水準 	
䗥 	2-87-76 	0xF98C 	U+45E5 	第4水準 	
螾 	2-87-77 	0xF98D 	U+87BE 	第4水準 	
𧐐 	2-87-78 	0xF98E 	U+27410 	第4水準 	
蟁 	2-87-79 	0xF98F 	U+87C1 	第4水準 	
蟎 	2-87-80 	0xF990 	U+87CE 	第4水準 	
蟵 	2-87-81 	0xF991 	U+87F5 	第4水準 	
蟟 	2-87-82 	0xF992 	U+87DF 	第4水準 	
𧑉 	2-87-83 	0xF993 	U+27449 	第4水準 	
蟣 	2-87-84 	0xF994 	U+87E3 	第4水準 	
蟥 	2-87-85 	0xF995 	U+87E5 	第4水準 	
蟦 	2-87-86 	0xF996 	U+87E6 	第4水準 	
蟪 	2-87-87 	0xF997 	U+87EA 	第4水準 	
蟫 	2-87-88 	0xF998 	U+87EB 	第4水準 	
蟭 	2-87-89 	0xF999 	U+87ED 	第4水準 	
蠁 	2-87-90 	0xF99A 	U+8801 	第4水準 	
蠃 	2-87-91 	0xF99B 	U+8803 	第4水準 	
蠋 	2-87-92 	0xF99C 	U+880B 	第4水準 	
蠓 	2-87-93 	0xF99D 	U+8813 	第4水準 	
蠨 	2-87-94 	0xF99E 	U+8828 	第4水準 	
2面88区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
蠮 	2-88-01 	0xF99F 	U+882E 	第4水準 	
蠲 	2-88-02 	0xF9A0 	U+8832 	第4水準 	
蠼 	2-88-03 	0xF9A1 	U+883C 	第4水準 	
䘏 	2-88-04 	0xF9A2 	U+460F 	第4水準 	
衊 	2-88-05 	0xF9A3 	U+884A 	第4水準 	
衘 	2-88-06 	0xF9A4 	U+8858 	第4水準 	
衟 	2-88-07 	0xF9A5 	U+885F 	第4水準 	
衤 	2-88-08 	0xF9A6 	U+8864 	第4水準 	
𧘕 	2-88-09 	0xF9A7 	U+27615 	第4水準 	
𧘔 	2-88-10 	0xF9A8 	U+27614 	第4水準 	
衩 	2-88-11 	0xF9A9 	U+8869 	第4水準 	
𧘱 	2-88-12 	0xF9AA 	U+27631 	第4水準 	
衯 	2-88-13 	0xF9AB 	U+886F 	第4水準 	
袠 	2-88-14 	0xF9AC 	U+88A0 	第4水準 	
袼 	2-88-15 	0xF9AD 	U+88BC 	第4水準 	
袽 	2-88-16 	0xF9AE 	U+88BD 	第4水準 	
袾 	2-88-17 	0xF9AF 	U+88BE 	第4水準 	
裀 	2-88-18 	0xF9B0 	U+88C0 	第4水準 	
裒 	2-88-19 	0xF9B1 	U+88D2 	第4水準 	
𧚓 	2-88-20 	0xF9B2 	U+27693 	第4水準 	
裑 	2-88-21 	0xF9B3 	U+88D1 	第4水準 	
裓 	2-88-22 	0xF9B4 	U+88D3 	第4水準 	
裛 	2-88-23 	0xF9B5 	U+88DB 	第4水準 	
裰 	2-88-24 	0xF9B6 	U+88F0 	第4水準 	
裱 	2-88-25 	0xF9B7 	U+88F1 	第4水準 	
䙁 	2-88-26 	0xF9B8 	U+4641 	第4水準 	
褁 	2-88-27 	0xF9B9 	U+8901 	第4水準 	
𧜎 	2-88-28 	0xF9BA 	U+2770E 	第4水準 	
褷 	2-88-29 	0xF9BB 	U+8937 	第4水準 	
𧜣 	2-88-30 	0xF9BC 	U+27723 	第4水準 	
襂 	2-88-31 	0xF9BD 	U+8942 	第4水準 	
襅 	2-88-32 	0xF9BE 	U+8945 	第4水準 	
襉 	2-88-33 	0xF9BF 	U+8949 	第4水準 	
𧝒 	2-88-34 	0xF9C0 	U+27752 	第4水準 	
䙥 	2-88-35 	0xF9C1 	U+4665 	第4水準 	
襢 	2-88-36 	0xF9C2 	U+8962 	第4水準 	
覀 	2-88-37 	0xF9C3 	U+8980 	第4水準 	
覉 	2-88-38 	0xF9C4 	U+8989 	第4水準 	
覐 	2-88-39 	0xF9C5 	U+8990 	第4水準 	
覟 	2-88-40 	0xF9C6 	U+899F 	第4水準 	
覰 	2-88-41 	0xF9C7 	U+89B0 	第4水準 	
覷 	2-88-42 	0xF9C8 	U+89B7 	第4水準 	
觖 	2-88-43 	0xF9C9 	U+89D6 	第4水準 	
觘 	2-88-44 	0xF9CA 	U+89D8 	第4水準 	
觫 	2-88-45 	0xF9CB 	U+89EB 	第4水準 	
䚡 	2-88-46 	0xF9CC 	U+46A1 	第4水準 	
觱 	2-88-47 	0xF9CD 	U+89F1 	第4水準 	
觳 	2-88-48 	0xF9CE 	U+89F3 	第4水準 	
觽 	2-88-49 	0xF9CF 	U+89FD 	第4水準 	
觿 	2-88-50 	0xF9D0 	U+89FF 	第4水準 	
䚯 	2-88-51 	0xF9D1 	U+46AF 	第4水準 	
訑 	2-88-52 	0xF9D2 	U+8A11 	第4水準 	
訔 	2-88-53 	0xF9D3 	U+8A14 	第4水準 	
𧦅 	2-88-54 	0xF9D4 	U+27985 	第4水準 	
訡 	2-88-55 	0xF9D5 	U+8A21 	第4水準 	
訵 	2-88-56 	0xF9D6 	U+8A35 	第4水準 	
訾 	2-88-57 	0xF9D7 	U+8A3E 	第4水準 	
詅 	2-88-58 	0xF9D8 	U+8A45 	第4水準 	
詍 	2-88-59 	0xF9D9 	U+8A4D 	第4水準 	
詘 	2-88-60 	0xF9DA 	U+8A58 	第4水準 	
誮 	2-88-61 	0xF9DB 	U+8AAE 	第4水準 	
誐 	2-88-62 	0xF9DC 	U+8A90 	第4水準 	
誷 	2-88-63 	0xF9DD 	U+8AB7 	第4水準 	
誾 	2-88-64 	0xF9DE 	U+8ABE 	第4水準 	
諗 	2-88-65 	0xF9DF 	U+8AD7 	第4水準 	
諼 	2-88-66 	0xF9E0 	U+8AFC 	第4水準 	
𧪄 	2-88-67 	0xF9E1 	U+27A84 	第4水準 	
謊 	2-88-68 	0xF9E2 	U+8B0A 	第4水準 	
謅 	2-88-69 	0xF9E3 	U+8B05 	第4水準 	
謍 	2-88-70 	0xF9E4 	U+8B0D 	第4水準 	
謜 	2-88-71 	0xF9E5 	U+8B1C 	第4水準 	
謟 	2-88-72 	0xF9E6 	U+8B1F 	第4水準 	
謭 	2-88-73 	0xF9E7 	U+8B2D 	第4水準 	
譃 	2-88-74 	0xF9E8 	U+8B43 	第4水準 	
䜌 	2-88-75 	0xF9E9 	U+470C 	第4水準 	
譑 	2-88-76 	0xF9EA 	U+8B51 	第4水準 	
譞 	2-88-77 	0xF9EB 	U+8B5E 	第4水準 	
譶 	2-88-78 	0xF9EC 	U+8B76 	第4水準 	
譿 	2-88-79 	0xF9ED 	U+8B7F 	第4水準 	
讁 	2-88-80 	0xF9EE 	U+8B81 	第4水準 	
讋 	2-88-81 	0xF9EF 	U+8B8B 	第4水準 	
讔 	2-88-82 	0xF9F0 	U+8B94 	第4水準 	
讕 	2-88-83 	0xF9F1 	U+8B95 	第4水準 	
讜 	2-88-84 	0xF9F2 	U+8B9C 	第4水準 	
讞 	2-88-85 	0xF9F3 	U+8B9E 	第4水準 	
谹 	2-88-86 	0xF9F4 	U+8C39 	第4水準 	
𧮳 	2-88-87 	0xF9F5 	U+27BB3 	第4水準 	
谽 	2-88-88 	0xF9F6 	U+8C3D 	第4水準 	
𧮾 	2-88-89 	0xF9F7 	U+27BBE 	第4水準 	
𧯇 	2-88-90 	0xF9F8 	U+27BC7 	第4水準 	
豅 	2-88-91 	0xF9F9 	U+8C45 	第4水準 	
豇 	2-88-92 	0xF9FA 	U+8C47 	第4水準 	
豏 	2-88-93 	0xF9FB 	U+8C4F 	第4水準 	
豔 	2-88-94 	0xF9FC 	U+8C54 	第4水準 	
2面89区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
豗 	2-89-01 	0xFA40 	U+8C57 	第4水準 	
豩 	2-89-02 	0xFA41 	U+8C69 	第4水準 	
豭 	2-89-03 	0xFA42 	U+8C6D 	第4水準 	
豳 	2-89-04 	0xFA43 	U+8C73 	第4水準 	
𧲸 	2-89-05 	0xFA44 	U+27CB8 	第4水準 	
貓 	2-89-06 	0xFA45 	U+8C93 	第4水準 	
貒 	2-89-07 	0xFA46 	U+8C92 	第4水準 	
貙 	2-89-08 	0xFA47 	U+8C99 	第4水準 	
䝤 	2-89-09 	0xFA48 	U+4764 	第4水準 	
貛 	2-89-10 	0xFA49 	U+8C9B 	第4水準 	
貤 	2-89-11 	0xFA4A 	U+8CA4 	第4水準 	
賖 	2-89-12 	0xFA4B 	U+8CD6 	第4水準 	
賕 	2-89-13 	0xFA4C 	U+8CD5 	第4水準 	
賙 	2-89-14 	0xFA4D 	U+8CD9 	第4水準 	
𧶠 	2-89-15 	0xFA4E 	U+27DA0 	第4水準 	
賰 	2-89-16 	0xFA4F 	U+8CF0 	第4水準 	
賱 	2-89-17 	0xFA50 	U+8CF1 	第4水準 	
𧸐 	2-89-18 	0xFA51 	U+27E10 	第4水準 	
贉 	2-89-19 	0xFA52 	U+8D09 	第4水準 	
贎 	2-89-20 	0xFA53 	U+8D0E 	第4水準 	
赬 	2-89-21 	0xFA54 	U+8D6C 	第4水準 	
趄 	2-89-22 	0xFA55 	U+8D84 	第4水準 	
趕 	2-89-23 	0xFA56 	U+8D95 	第4水準 	
趦 	2-89-24 	0xFA57 	U+8DA6 	第4水準 	
𧾷 	2-89-25 	0xFA58 	U+27FB7 	第4水準 	
跆 	2-89-26 	0xFA59 	U+8DC6 	第4水準 	
跈 	2-89-27 	0xFA5A 	U+8DC8 	第4水準 	
跙 	2-89-28 	0xFA5B 	U+8DD9 	第4水準 	
跬 	2-89-29 	0xFA5C 	U+8DEC 	第4水準 	
踌 	2-89-30 	0xFA5D 	U+8E0C 	第4水準 	
䟽 	2-89-31 	0xFA5E 	U+47FD 	第4水準 	
跽 	2-89-32 	0xFA5F 	U+8DFD 	第4水準 	
踆 	2-89-33 	0xFA60 	U+8E06 	第4水準 	
𨂊 	2-89-34 	0xFA61 	U+2808A 	第4水準 	
踔 	2-89-35 	0xFA62 	U+8E14 	第4水準 	
踖 	2-89-36 	0xFA63 	U+8E16 	第4水準 	
踡 	2-89-37 	0xFA64 	U+8E21 	第4水準 	
踢 	2-89-38 	0xFA65 	U+8E22 	第4水準 	
踧 	2-89-39 	0xFA66 	U+8E27 	第4水準 	
𨂻 	2-89-40 	0xFA67 	U+280BB 	第4水準 	
䠖 	2-89-41 	0xFA68 	U+4816 	第4水準 	
踶 	2-89-42 	0xFA69 	U+8E36 	第4水準 	
踹 	2-89-43 	0xFA6A 	U+8E39 	第4水準 	
蹋 	2-89-44 	0xFA6B 	U+8E4B 	第4水準 	
蹔 	2-89-45 	0xFA6C 	U+8E54 	第4水準 	
蹢 	2-89-46 	0xFA6D 	U+8E62 	第4水準 	
蹬 	2-89-47 	0xFA6E 	U+8E6C 	第4水準 	
蹭 	2-89-48 	0xFA6F 	U+8E6D 	第4水準 	
蹯 	2-89-49 	0xFA70 	U+8E6F 	第4水準 	
躘 	2-89-50 	0xFA71 	U+8E98 	第4水準 	
躞 	2-89-51 	0xFA72 	U+8E9E 	第4水準 	
躮 	2-89-52 	0xFA73 	U+8EAE 	第4水準 	
躳 	2-89-53 	0xFA74 	U+8EB3 	第4水準 	
躵 	2-89-54 	0xFA75 	U+8EB5 	第4水準 	
躶 	2-89-55 	0xFA76 	U+8EB6 	第4水準 	
躻 	2-89-56 	0xFA77 	U+8EBB 	第4水準 	
𨊂 	2-89-57 	0xFA78 	U+28282 	第4水準 	
軑 	2-89-58 	0xFA79 	U+8ED1 	第4水準 	
軔 	2-89-59 	0xFA7A 	U+8ED4 	第4水準 	
䡎 	2-89-60 	0xFA7B 	U+484E 	第4水準 	
軹 	2-89-61 	0xFA7C 	U+8EF9 	第4水準 	
𨋳 	2-89-62 	0xFA7D 	U+282F3 	第4水準 	
輀 	2-89-63 	0xFA7E 	U+8F00 	第4水準 	
輈 	2-89-64 	0xFA80 	U+8F08 	第4水準 	
輗 	2-89-65 	0xFA81 	U+8F17 	第4水準 	
輫 	2-89-66 	0xFA82 	U+8F2B 	第4水準 	
轀 	2-89-67 	0xFA83 	U+8F40 	第4水準 	
轊 	2-89-68 	0xFA84 	U+8F4A 	第4水準 	
轘 	2-89-69 	0xFA85 	U+8F58 	第4水準 	
𨐌 	2-89-70 	0xFA86 	U+2840C 	第4水準 	
辤 	2-89-71 	0xFA87 	U+8FA4 	第4水準 	
辴 	2-89-72 	0xFA88 	U+8FB4 	第4水準 	
辶 	2-89-73 	0xFA89 	U+FA66 	第4水準 	
辶 	2-89-74 	0xFA8A 	U+8FB6 	第4水準 	
𨑕 	2-89-75 	0xFA8B 	U+28455 	第4水準 	
迁 	2-89-76 	0xFA8C 	U+8FC1 	第4水準 	
迆 	2-89-77 	0xFA8D 	U+8FC6 	第4水準 	
﨤 	2-89-78 	0xFA8E 	U+FA24 	第4水準 	
迊 	2-89-79 	0xFA8F 	U+8FCA 	第4水準 	
迍 	2-89-80 	0xFA90 	U+8FCD 	第4水準 	
迓 	2-89-81 	0xFA91 	U+8FD3 	第4水準 	
迕 	2-89-82 	0xFA92 	U+8FD5 	第4水準 	
迠 	2-89-83 	0xFA93 	U+8FE0 	第4水準 	
迱 	2-89-84 	0xFA94 	U+8FF1 	第4水準 	
迵 	2-89-85 	0xFA95 	U+8FF5 	第4水準 	
迻 	2-89-86 	0xFA96 	U+8FFB 	第4水準 	
适 	2-89-87 	0xFA97 	U+9002 	第4水準 	
逌 	2-89-88 	0xFA98 	U+900C 	第4水準 	
逷 	2-89-89 	0xFA99 	U+9037 	第4水準 	
𨕫 	2-89-90 	0xFA9A 	U+2856B 	第4水準 	
遃 	2-89-91 	0xFA9B 	U+9043 	第4水準 	
遄 	2-89-92 	0xFA9C 	U+9044 	第4水準 	
遝 	2-89-93 	0xFA9D 	U+905D 	第4水準 	
𨗈 	2-89-94 	0xFA9E 	U+285C8 	第4水準 	
2面90区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
𨗉 	2-90-01 	0xFA9F 	U+285C9 	第4水準 	
邅 	2-90-02 	0xFAA0 	U+9085 	第4水準 	
邌 	2-90-03 	0xFAA1 	U+908C 	第4水準 	
邐 	2-90-04 	0xFAA2 	U+9090 	第4水準 	
阝 	2-90-05 	0xFAA3 	U+961D 	第4水準 	
邡 	2-90-06 	0xFAA4 	U+90A1 	第4水準 	
䢵 	2-90-07 	0xFAA5 	U+48B5 	第4水準 	
邰 	2-90-08 	0xFAA6 	U+90B0 	第4水準 	
邶 	2-90-09 	0xFAA7 	U+90B6 	第4水準 	
郃 	2-90-10 	0xFAA8 	U+90C3 	第4水準 	
郈 	2-90-11 	0xFAA9 	U+90C8 	第4水準 	
𨛗 	2-90-12 	0xFAAA 	U+286D7 	第4水準 	
郜 	2-90-13 	0xFAAB 	U+90DC 	第4水準 	
郟 	2-90-14 	0xFAAC 	U+90DF 	第4水準 	
𨛺 	2-90-15 	0xFAAD 	U+286FA 	第4水準 	
郶 	2-90-16 	0xFAAE 	U+90F6 	第4水準 	
郲 	2-90-17 	0xFAAF 	U+90F2 	第4水準 	
鄀 	2-90-18 	0xFAB0 	U+9100 	第4水準 	
郫 	2-90-19 	0xFAB1 	U+90EB 	第4水準 	
郾 	2-90-20 	0xFAB2 	U+90FE 	第4水準 	
郿 	2-90-21 	0xFAB3 	U+90FF 	第4水準 	
鄄 	2-90-22 	0xFAB4 	U+9104 	第4水準 	
鄆 	2-90-23 	0xFAB5 	U+9106 	第4水準 	
鄘 	2-90-24 	0xFAB6 	U+9118 	第4水準 	
鄜 	2-90-25 	0xFAB7 	U+911C 	第4水準 	
鄞 	2-90-26 	0xFAB8 	U+911E 	第4水準 	
鄷 	2-90-27 	0xFAB9 	U+9137 	第4水準 	
鄹 	2-90-28 	0xFABA 	U+9139 	第4水準 	
鄺 	2-90-29 	0xFABB 	U+913A 	第4水準 	
酆 	2-90-30 	0xFABC 	U+9146 	第4水準 	
酇 	2-90-31 	0xFABD 	U+9147 	第4水準 	
酗 	2-90-32 	0xFABE 	U+9157 	第4水準 	
酙 	2-90-33 	0xFABF 	U+9159 	第4水準 	
酡 	2-90-34 	0xFAC0 	U+9161 	第4水準 	
酤 	2-90-35 	0xFAC1 	U+9164 	第4水準 	
酴 	2-90-36 	0xFAC2 	U+9174 	第4水準 	
酹 	2-90-37 	0xFAC3 	U+9179 	第4水準 	
醅 	2-90-38 	0xFAC4 	U+9185 	第4水準 	
醎 	2-90-39 	0xFAC5 	U+918E 	第4水準 	
醨 	2-90-40 	0xFAC6 	U+91A8 	第4水準 	
醮 	2-90-41 	0xFAC7 	U+91AE 	第4水準 	
醳 	2-90-42 	0xFAC8 	U+91B3 	第4水準 	
醶 	2-90-43 	0xFAC9 	U+91B6 	第4水準 	
釃 	2-90-44 	0xFACA 	U+91C3 	第4水準 	
釄 	2-90-45 	0xFACB 	U+91C4 	第4水準 	
釚 	2-90-46 	0xFACC 	U+91DA 	第4水準 	
𨥉 	2-90-47 	0xFACD 	U+28949 	第4水準 	
𨥆 	2-90-48 	0xFACE 	U+28946 	第4水準 	
釬 	2-90-49 	0xFACF 	U+91EC 	第4水準 	
釮 	2-90-50 	0xFAD0 	U+91EE 	第4水準 	
鈁 	2-90-51 	0xFAD1 	U+9201 	第4水準 	
鈊 	2-90-52 	0xFAD2 	U+920A 	第4水準 	
鈖 	2-90-53 	0xFAD3 	U+9216 	第4水準 	
鈗 	2-90-54 	0xFAD4 	U+9217 	第4水準 	
𨥫 	2-90-55 	0xFAD5 	U+2896B 	第4水準 	
鈳 	2-90-56 	0xFAD6 	U+9233 	第4水準 	
鉂 	2-90-57 	0xFAD7 	U+9242 	第4水準 	
鉇 	2-90-58 	0xFAD8 	U+9247 	第4水準 	
鉊 	2-90-59 	0xFAD9 	U+924A 	第4水準 	
鉎 	2-90-60 	0xFADA 	U+924E 	第4水準 	
鉑 	2-90-61 	0xFADB 	U+9251 	第4水準 	
鉖 	2-90-62 	0xFADC 	U+9256 	第4水準 	
鉙 	2-90-63 	0xFADD 	U+9259 	第4水準 	
鉠 	2-90-64 	0xFADE 	U+9260 	第4水準 	
鉡 	2-90-65 	0xFADF 	U+9261 	第4水準 	
鉥 	2-90-66 	0xFAE0 	U+9265 	第4水準 	
鉧 	2-90-67 	0xFAE1 	U+9267 	第4水準 	
鉨 	2-90-68 	0xFAE2 	U+9268 	第4水準 	
𨦇 	2-90-69 	0xFAE3 	U+28987 	第4水準 	
𨦈 	2-90-70 	0xFAE4 	U+28988 	第4水準 	
鉼 	2-90-71 	0xFAE5 	U+927C 	第4水準 	
鉽 	2-90-72 	0xFAE6 	U+927D 	第4水準 	
鉿 	2-90-73 	0xFAE7 	U+927F 	第4水準 	
銉 	2-90-74 	0xFAE8 	U+9289 	第4水準 	
銍 	2-90-75 	0xFAE9 	U+928D 	第4水準 	
銗 	2-90-76 	0xFAEA 	U+9297 	第4水準 	
銙 	2-90-77 	0xFAEB 	U+9299 	第4水準 	
銟 	2-90-78 	0xFAEC 	U+929F 	第4水準 	
銧 	2-90-79 	0xFAED 	U+92A7 	第4水準 	
銫 	2-90-80 	0xFAEE 	U+92AB 	第4水準 	
𨦺 	2-90-81 	0xFAEF 	U+289BA 	第4水準 	
𨦻 	2-90-82 	0xFAF0 	U+289BB 	第4水準 	
銲 	2-90-83 	0xFAF1 	U+92B2 	第4水準 	
銿 	2-90-84 	0xFAF2 	U+92BF 	第4水準 	
鋀 	2-90-85 	0xFAF3 	U+92C0 	第4水準 	
鋆 	2-90-86 	0xFAF4 	U+92C6 	第4水準 	
鋎 	2-90-87 	0xFAF5 	U+92CE 	第4水準 	
鋐 	2-90-88 	0xFAF6 	U+92D0 	第4水準 	
鋗 	2-90-89 	0xFAF7 	U+92D7 	第4水準 	
鋙 	2-90-90 	0xFAF8 	U+92D9 	第4水準 	
鋥 	2-90-91 	0xFAF9 	U+92E5 	第4水準 	
鋧 	2-90-92 	0xFAFA 	U+92E7 	第4水準 	
錑 	2-90-93 	0xFAFB 	U+9311 	第4水準 	
𨨞 	2-90-94 	0xFAFC 	U+28A1E 	第4水準 	
2面91区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
𨨩 	2-91-01 	0xFB40 	U+28A29 	第4水準 	
鋷 	2-91-02 	0xFB41 	U+92F7 	第4水準 	
鋹 	2-91-03 	0xFB42 	U+92F9 	第4水準 	
鋻 	2-91-04 	0xFB43 	U+92FB 	第4水準 	
錂 	2-91-05 	0xFB44 	U+9302 	第4水準 	
錍 	2-91-06 	0xFB45 	U+930D 	第4水準 	
錕 	2-91-07 	0xFB46 	U+9315 	第4水準 	
錝 	2-91-08 	0xFB47 	U+931D 	第4水準 	
錞 	2-91-09 	0xFB48 	U+931E 	第4水準 	
錧 	2-91-10 	0xFB49 	U+9327 	第4水準 	
錩 	2-91-11 	0xFB4A 	U+9329 	第4水準 	
𨩱 	2-91-12 	0xFB4B 	U+28A71 	第4水準 	
𨩃 	2-91-13 	0xFB4C 	U+28A43 	第4水準 	
鍇 	2-91-14 	0xFB4D 	U+9347 	第4水準 	
鍑 	2-91-15 	0xFB4E 	U+9351 	第4水準 	
鍗 	2-91-16 	0xFB4F 	U+9357 	第4水準 	
鍚 	2-91-17 	0xFB50 	U+935A 	第4水準 	
鍫 	2-91-18 	0xFB51 	U+936B 	第4水準 	
鍱 	2-91-19 	0xFB52 	U+9371 	第4水準 	
鍳 	2-91-20 	0xFB53 	U+9373 	第4水準 	
鎡 	2-91-21 	0xFB54 	U+93A1 	第4水準 	
𨪙 	2-91-22 	0xFB55 	U+28A99 	第4水準 	
𨫍 	2-91-23 	0xFB56 	U+28ACD 	第4水準 	
鎈 	2-91-24 	0xFB57 	U+9388 	第4水準 	
鎋 	2-91-25 	0xFB58 	U+938B 	第4水準 	
