https://ja.wikipedia.org/wiki/JIS_X_0213%E6%BC%A2%E5%AD%97%E4%B8%80%E8%A6%A7%E3%81%AE2%E9%9D%A2
2面1区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
欋 	2-15-81 	0xF491 	U+6B0B 	第4水準 	
欏 	2-15-82 	0xF492 	U+6B0F 	第4水準 	
欐 	2-15-83 	0xF493 	U+6B10 	第4水準 	
欑 	2-15-84 	0xF494 	U+6B11 	第4水準 	
𣠽 	2-15-85 	0xF495 	U+2383D 	第4水準 	
欗 	2-15-86 	0xF496 	U+6B17 	第4水準 	
㰦 	2-15-87 	0xF497 	U+3C26 	第4水準 	
欯 	2-15-88 	0xF498 	U+6B2F 	第4水準 	
歊 	2-15-89 	0xF499 	U+6B4A 	第4水準 	
歘 	2-15-90 	0xF49A 	U+6B58 	第4水準 	
歬 	2-15-91 	0xF49B 	U+6B6C 	第4水準 	
歵 	2-15-92 	0xF49C 	U+6B75 	第4水準 	
歺 	2-15-93 	0xF49D 	U+6B7A 	第4水準 	
殁 	2-15-94 	0xF49E 	U+6B81 	第4水準 	
2面78区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
殛 	2-78-01 	0xF49F 	U+6B9B 	第4水準 	
殮 	2-78-02 	0xF4A0 	U+6BAE 	第4水準 	
𣪘 	2-78-03 	0xF4A1 	U+23A98 	第4水準 	
殽 	2-78-04 	0xF4A2 	U+6BBD 	第4水準 	
殾 	2-78-05 	0xF4A3 	U+6BBE 	第4水準 	
毇 	2-78-06 	0xF4A4 	U+6BC7 	第4水準 	
毈 	2-78-07 	0xF4A5 	U+6BC8 	第4水準 	
毉 	2-78-08 	0xF4A6 	U+6BC9 	第4水準 	
毚 	2-78-09 	0xF4A7 	U+6BDA 	第4水準 	
毦 	2-78-10 	0xF4A8 	U+6BE6 	第4水準 	
毧 	2-78-11 	0xF4A9 	U+6BE7 	第4水準 	
毮 	2-78-12 	0xF4AA 	U+6BEE 	第4水準 	
毱 	2-78-13 	0xF4AB 	U+6BF1 	第4水準 	
氂 	2-78-14 	0xF4AC 	U+6C02 	第4水準 	
氊 	2-78-15 	0xF4AD 	U+6C0A 	第4水準 	
氎 	2-78-16 	0xF4AE 	U+6C0E 	第4水準 	
氵 	2-78-17 	0xF4AF 	U+6C35 	第4水準 	
氶 	2-78-18 	0xF4B0 	U+6C36 	第4水準 	
氺 	2-78-19 	0xF4B1 	U+6C3A 	第4水準 	
𣱿 	2-78-20 	0xF4B2 	U+23C7F 	第4水準 	
氿 	2-78-21 	0xF4B3 	U+6C3F 	第4水準 	
汍 	2-78-22 	0xF4B4 	U+6C4D 	第4水準 	
汛 	2-78-23 	0xF4B5 	U+6C5B 	第4水準 	
汭 	2-78-24 	0xF4B6 	U+6C6D 	第4水準 	
沄 	2-78-25 	0xF4B7 	U+6C84 	第4水準 	
沉 	2-78-26 	0xF4B8 	U+6C89 	第4水準 	
㳃 	2-78-27 	0xF4B9 	U+3CC3 	第4水準 	
沔 	2-78-28 	0xF4BA 	U+6C94 	第4水準 	
沕 	2-78-29 	0xF4BB 	U+6C95 	第4水準 	
沗 	2-78-30 	0xF4BC 	U+6C97 	第4水準 	
沭 	2-78-31 	0xF4BD 	U+6CAD 	第4水準 	
泂 	2-78-32 	0xF4BE 	U+6CC2 	第4水準 	
泐 	2-78-33 	0xF4BF 	U+6CD0 	第4水準 	
㳒 	2-78-34 	0xF4C0 	U+3CD2 	第4水準 	
泖 	2-78-35 	0xF4C1 	U+6CD6 	第4水準 	
泚 	2-78-36 	0xF4C2 	U+6CDA 	第4水準 	
泜 	2-78-37 	0xF4C3 	U+6CDC 	第4水準 	
泩 	2-78-38 	0xF4C4 	U+6CE9 	第4水準 	
泬 	2-78-39 	0xF4C5 	U+6CEC 	第4水準 	
泭 	2-78-40 	0xF4C6 	U+6CED 	第4水準 	
𣴀 	2-78-41 	0xF4C7 	U+23D00 	第4水準 	
洀 	2-78-42 	0xF4C8 	U+6D00 	第4水準 	
洊 	2-78-43 	0xF4C9 	U+6D0A 	第4水準 	
洤 	2-78-44 	0xF4CA 	U+6D24 	第4水準 	
洦 	2-78-45 	0xF4CB 	U+6D26 	第4水準 	
洧 	2-78-46 	0xF4CC 	U+6D27 	第4水準 	
汧 	2-78-47 	0xF4CD 	U+6C67 	第4水準 	
洯 	2-78-48 	0xF4CE 	U+6D2F 	第4水準 	
洼 	2-78-49 	0xF4CF 	U+6D3C 	第4水準 	
浛 	2-78-50 	0xF4D0 	U+6D5B 	第4水準 	
浞 	2-78-51 	0xF4D1 	U+6D5E 	第4水準 	
浠 	2-78-52 	0xF4D2 	U+6D60 	第4水準 	
浰 	2-78-53 	0xF4D3 	U+6D70 	第4水準 	
涀 	2-78-54 	0xF4D4 	U+6D80 	第4水準 	
涁 	2-78-55 	0xF4D5 	U+6D81 	第4水準 	
涊 	2-78-56 	0xF4D6 	U+6D8A 	第4水準 	
涍 	2-78-57 	0xF4D7 	U+6D8D 	第4水準 	
涑 	2-78-58 	0xF4D8 	U+6D91 	第4水準 	
涘 	2-78-59 	0xF4D9 	U+6D98 	第4水準 	
𣵀 	2-78-60 	0xF4DA 	U+23D40 	第4水準 	
渗 	2-78-61 	0xF4DB 	U+6E17 	第4水準 	
𣷺 	2-78-62 	0xF4DC 	U+23DFA 	第4水準 	
𣷹 	2-78-63 	0xF4DD 	U+23DF9 	第4水準 	
𣷓 	2-78-64 	0xF4DE 	U+23DD3 	第4水準 	
涫 	2-78-65 	0xF4DF 	U+6DAB 	第4水準 	
涮 	2-78-66 	0xF4E0 	U+6DAE 	第4水準 	
涴 	2-78-67 	0xF4E1 	U+6DB4 	第4水準 	
淂 	2-78-68 	0xF4E2 	U+6DC2 	第4水準 	
洴 	2-78-69 	0xF4E3 	U+6D34 	第4水準 	
淈 	2-78-70 	0xF4E4 	U+6DC8 	第4水準 	
淎 	2-78-71 	0xF4E5 	U+6DCE 	第4水準 	
淏 	2-78-72 	0xF4E6 	U+6DCF 	第4水準 	
淐 	2-78-73 	0xF4E7 	U+6DD0 	第4水準 	
淟 	2-78-74 	0xF4E8 	U+6DDF 	第4水準 	
淩 	2-78-75 	0xF4E9 	U+6DE9 	第4水準 	
淶 	2-78-76 	0xF4EA 	U+6DF6 	第4水準 	
渶 	2-78-77 	0xF4EB 	U+6E36 	第4水準 	
渞 	2-78-78 	0xF4EC 	U+6E1E 	第4水準 	
渢 	2-78-79 	0xF4ED 	U+6E22 	第4水準 	
渧 	2-78-80 	0xF4EE 	U+6E27 	第4水準 	
㴑 	2-78-81 	0xF4EF 	U+3D11 	第4水準 	
渲 	2-78-82 	0xF4F0 	U+6E32 	第4水準 	
渼 	2-78-83 	0xF4F1 	U+6E3C 	第4水準 	
湈 	2-78-84 	0xF4F2 	U+6E48 	第4水準 	
湉 	2-78-85 	0xF4F3 	U+6E49 	第4水準 	
湋 	2-78-86 	0xF4F4 	U+6E4B 	第4水準 	
湌 	2-78-87 	0xF4F5 	U+6E4C 	第4水準 	
湏 	2-78-88 	0xF4F6 	U+6E4F 	第4水準 	
湑 	2-78-89 	0xF4F7 	U+6E51 	第4水準 	
湓 	2-78-90 	0xF4F8 	U+6E53 	第4水準 	
湔 	2-78-91 	0xF4F9 	U+6E54 	第4水準 	
湗 	2-78-92 	0xF4FA 	U+6E57 	第4水準 	
湣 	2-78-93 	0xF4FB 	U+6E63 	第4水準 	
㴞 	2-78-94 	0xF4FC 	U+3D1E 	第4水準 	
2面79区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
溓 	2-79-01 	0xF540 	U+6E93 	第4水準 	
溧 	2-79-02 	0xF541 	U+6EA7 	第4水準 	
溴 	2-79-03 	0xF542 	U+6EB4 	第4水準 	
溿 	2-79-04 	0xF543 	U+6EBF 	第4水準 	
滃 	2-79-05 	0xF544 	U+6EC3 	第4水準 	
滊 	2-79-06 	0xF545 	U+6ECA 	第4水準 	
滙 	2-79-07 	0xF546 	U+6ED9 	第4水準 	
漵 	2-79-08 	0xF547 	U+6F35 	第4水準 	
滫 	2-79-09 	0xF548 	U+6EEB 	第4水準 	
滹 	2-79-10 	0xF549 	U+6EF9 	第4水準 	
滻 	2-79-11 	0xF54A 	U+6EFB 	第4水準 	
漊 	2-79-12 	0xF54B 	U+6F0A 	第4水準 	
漌 	2-79-13 	0xF54C 	U+6F0C 	第4水準 	
漘 	2-79-14 	0xF54D 	U+6F18 	第4水準 	
漥 	2-79-15 	0xF54E 	U+6F25 	第4水準 	
漶 	2-79-16 	0xF54F 	U+6F36 	第4水準 	
漼 	2-79-17 	0xF550 	U+6F3C 	第4水準 	
𣽾 	2-79-18 	0xF551 	U+23F7E 	第4水準 	
潒 	2-79-19 	0xF552 	U+6F52 	第4水準 	
潗 	2-79-20 	0xF553 	U+6F57 	第4水準 	
潚 	2-79-21 	0xF554 	U+6F5A 	第4水準 	
潠 	2-79-22 	0xF555 	U+6F60 	第4水準 	
潨 	2-79-23 	0xF556 	U+6F68 	第4水準 	
澘 	2-79-24 	0xF557 	U+6F98 	第4水準 	
潽 	2-79-25 	0xF558 	U+6F7D 	第4水準 	
澐 	2-79-26 	0xF559 	U+6F90 	第4水準 	
澖 	2-79-27 	0xF55A 	U+6F96 	第4水準 	
澾 	2-79-28 	0xF55B 	U+6FBE 	第4水準 	
澟 	2-79-29 	0xF55C 	U+6F9F 	第4水準 	
澥 	2-79-30 	0xF55D 	U+6FA5 	第4水準 	
澯 	2-79-31 	0xF55E 	U+6FAF 	第4水準 	
㵤 	2-79-32 	0xF55F 	U+3D64 	第4水準 	
澵 	2-79-33 	0xF560 	U+6FB5 	第4水準 	
濈 	2-79-34 	0xF561 	U+6FC8 	第4水準 	
濉 	2-79-35 	0xF562 	U+6FC9 	第4水準 	
濚 	2-79-36 	0xF563 	U+6FDA 	第4水準 	
濞 	2-79-37 	0xF564 	U+6FDE 	第4水準 	
濩 	2-79-38 	0xF565 	U+6FE9 	第4水準 	
𤂖 	2-79-39 	0xF566 	U+24096 	第4水準 	
濼 	2-79-40 	0xF567 	U+6FFC 	第4水準 	
瀀 	2-79-41 	0xF568 	U+7000 	第4水準 	
瀇 	2-79-42 	0xF569 	U+7007 	第4水準 	
瀊 	2-79-43 	0xF56A 	U+700A 	第4水準 	
瀣 	2-79-44 	0xF56B 	U+7023 	第4水準 	
𤄃 	2-79-45 	0xF56C 	U+24103 	第4水準 	
瀹 	2-79-46 	0xF56D 	U+7039 	第4水準 	
瀺 	2-79-47 	0xF56E 	U+703A 	第4水準 	
瀼 	2-79-48 	0xF56F 	U+703C 	第4水準 	
灃 	2-79-49 	0xF570 	U+7043 	第4水準 	
灇 	2-79-50 	0xF571 	U+7047 	第4水準 	
灋 	2-79-51 	0xF572 	U+704B 	第4水準 	
㶚 	2-79-52 	0xF573 	U+3D9A 	第4水準 	
灔 	2-79-53 	0xF574 	U+7054 	第4水準 	
灥 	2-79-54 	0xF575 	U+7065 	第4水準 	
灩 	2-79-55 	0xF576 	U+7069 	第4水準 	
灬 	2-79-56 	0xF577 	U+706C 	第4水準 	
灮 	2-79-57 	0xF578 	U+706E 	第4水準 	
灶 	2-79-58 	0xF579 	U+7076 	第4水準 	
灾 	2-79-59 	0xF57A 	U+707E 	第4水準 	
炁 	2-79-60 	0xF57B 	U+7081 	第4水準 	
炆 	2-79-61 	0xF57C 	U+7086 	第4水準 	
炕 	2-79-62 	0xF57D 	U+7095 	第4水準 	
炗 	2-79-63 	0xF57E 	U+7097 	第4水準 	
炻 	2-79-64 	0xF580 	U+70BB 	第4水準 	
𤇆 	2-79-65 	0xF581 	U+241C6 	第4水準 	
炟 	2-79-66 	0xF582 	U+709F 	第4水準 	
炱 	2-79-67 	0xF583 	U+70B1 	第4水準 	
𤇾 	2-79-68 	0xF584 	U+241FE 	第4水準 	
烬 	2-79-69 	0xF585 	U+70EC 	第4水準 	
烊 	2-79-70 	0xF586 	U+70CA 	第4水準 	
烑 	2-79-71 	0xF587 	U+70D1 	第4水準 	
烓 	2-79-72 	0xF588 	U+70D3 	第4水準 	
烜 	2-79-73 	0xF589 	U+70DC 	第4水準 	
焃 	2-79-74 	0xF58A 	U+7103 	第4水準 	
焄 	2-79-75 	0xF58B 	U+7104 	第4水準 	
焆 	2-79-76 	0xF58C 	U+7106 	第4水準 	
焇 	2-79-77 	0xF58D 	U+7107 	第4水準 	
焈 	2-79-78 	0xF58E 	U+7108 	第4水準 	
焌 	2-79-79 	0xF58F 	U+710C 	第4水準 	
㷀 	2-79-80 	0xF590 	U+3DC0 	第4水準 	
焯 	2-79-81 	0xF591 	U+712F 	第4水準 	
焱 	2-79-82 	0xF592 	U+7131 	第4水準 	
煐 	2-79-83 	0xF593 	U+7150 	第4水準 	
煊 	2-79-84 	0xF594 	U+714A 	第4水準 	
煓 	2-79-85 	0xF595 	U+7153 	第4水準 	
煞 	2-79-86 	0xF596 	U+715E 	第4水準 	
㷔 	2-79-87 	0xF597 	U+3DD4 	第4水準 	
熖 	2-79-88 	0xF598 	U+7196 	第4水準 	
熀 	2-79-89 	0xF599 	U+7180 	第4水準 	
熛 	2-79-90 	0xF59A 	U+719B 	第4水準 	
熠 	2-79-91 	0xF59B 	U+71A0 	第4水準 	
熢 	2-79-92 	0xF59C 	U+71A2 	第4水準 	
熮 	2-79-93 	0xF59D 	U+71AE 	第4水準 	
熯 	2-79-94 	0xF59E 	U+71AF 	第4水準 	
2面80区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
熳 	2-80-01 	0xF59F 	U+71B3 	第4水準 	
𤎼 	2-80-02 	0xF5A0 	U+243BC 	第4水準 	
燋 	2-80-03 	0xF5A1 	U+71CB 	第4水準 	
燓 	2-80-04 	0xF5A2 	U+71D3 	第4水準 	
燙 	2-80-05 	0xF5A3 	U+71D9 	第4水準 	
燜 	2-80-06 	0xF5A4 	U+71DC 	第4水準 	
爇 	2-80-07 	0xF5A5 	U+7207 	第4水準 	
㸅 	2-80-08 	0xF5A6 	U+3E05 	第4水準 	
爫 	2-80-09 	0xF5A7 	U+FA49 	第4水準 	
爫 	2-80-10 	0xF5A8 	U+722B 	第4水準 	
爴 	2-80-11 	0xF5A9 	U+7234 	第4水準 	
爸 	2-80-12 	0xF5AA 	U+7238 	第4水準 	
爹 	2-80-13 	0xF5AB 	U+7239 	第4水準 	
丬 	2-80-14 	0xF5AC 	U+4E2C 	第4水準 	
牂 	2-80-15 	0xF5AD 	U+7242 	第4水準 	
牓 	2-80-16 	0xF5AE 	U+7253 	第4水準 	
牗 	2-80-17 	0xF5AF 	U+7257 	第4水準 	
牣 	2-80-18 	0xF5B0 	U+7263 	第4水準 	
𤘩 	2-80-19 	0xF5B1 	U+24629 	第4水準 	
牮 	2-80-20 	0xF5B2 	U+726E 	第4水準 	
牯 	2-80-21 	0xF5B3 	U+726F 	第4水準 	
牸 	2-80-22 	0xF5B4 	U+7278 	第4水準 	
牿 	2-80-23 	0xF5B5 	U+727F 	第4水準 	
犎 	2-80-24 	0xF5B6 	U+728E 	第4水準 	
𤚥 	2-80-25 	0xF5B7 	U+246A5 	第4水準 	
犭 	2-80-26 	0xF5B8 	U+72AD 	第4水準 	
犮 	2-80-27 	0xF5B9 	U+72AE 	第4水準 	
犰 	2-80-28 	0xF5BA 	U+72B0 	第4水準 	
犱 	2-80-29 	0xF5BB 	U+72B1 	第4水準 	
狁 	2-80-30 	0xF5BC 	U+72C1 	第4水準 	
㹠 	2-80-31 	0xF5BD 	U+3E60 	第4水準 	
狌 	2-80-32 	0xF5BE 	U+72CC 	第4水準 	
㹦 	2-80-33 	0xF5BF 	U+3E66 	第4水準 	
㹨 	2-80-34 	0xF5C0 	U+3E68 	第4水準 	
狳 	2-80-35 	0xF5C1 	U+72F3 	第4水準 	
狺 	2-80-36 	0xF5C2 	U+72FA 	第4水準 	
猇 	2-80-37 	0xF5C3 	U+7307 	第4水準 	
猒 	2-80-38 	0xF5C4 	U+7312 	第4水準 	
猘 	2-80-39 	0xF5C5 	U+7318 	第4水準 	
猙 	2-80-40 	0xF5C6 	U+7319 	第4水準 	
㺃 	2-80-41 	0xF5C7 	U+3E83 	第4水準 	
猹 	2-80-42 	0xF5C8 	U+7339 	第4水準 	
猬 	2-80-43 	0xF5C9 	U+732C 	第4水準 	
猱 	2-80-44 	0xF5CA 	U+7331 	第4水準 	
猳 	2-80-45 	0xF5CB 	U+7333 	第4水準 	
猽 	2-80-46 	0xF5CC 	U+733D 	第4水準 	
獒 	2-80-47 	0xF5CD 	U+7352 	第4水準 	
㺔 	2-80-48 	0xF5CE 	U+3E94 	第4水準 	
獫 	2-80-49 	0xF5CF 	U+736B 	第4水準 	
獬 	2-80-50 	0xF5D0 	U+736C 	第4水準 	
𤢖 	2-80-51 	0xF5D1 	U+24896 	第4水準 	
獮 	2-80-52 	0xF5D2 	U+736E 	第4水準 	
獯 	2-80-53 	0xF5D3 	U+736F 	第4水準 	
獱 	2-80-54 	0xF5D4 	U+7371 	第4水準 	
獷 	2-80-55 	0xF5D5 	U+7377 	第4水準 	
玁 	2-80-56 	0xF5D6 	U+7381 	第4水準 	
玅 	2-80-57 	0xF5D7 	U+7385 	第4水準 	
玊 	2-80-58 	0xF5D8 	U+738A 	第4水準 	
玔 	2-80-59 	0xF5D9 	U+7394 	第4水準 	
玘 	2-80-60 	0xF5DA 	U+7398 	第4水準 	
玜 	2-80-61 	0xF5DB 	U+739C 	第4水準 	
玞 	2-80-62 	0xF5DC 	U+739E 	第4水準 	
玥 	2-80-63 	0xF5DD 	U+73A5 	第4水準 	
玨 	2-80-64 	0xF5DE 	U+73A8 	第4水準 	
玵 	2-80-65 	0xF5DF 	U+73B5 	第4水準 	
玷 	2-80-66 	0xF5E0 	U+73B7 	第4水準 	
玹 	2-80-67 	0xF5E1 	U+73B9 	第4水準 	
玼 	2-80-68 	0xF5E2 	U+73BC 	第4水準 	
玿 	2-80-69 	0xF5E3 	U+73BF 	第4水準 	
珅 	2-80-70 	0xF5E4 	U+73C5 	第4水準 	
珋 	2-80-71 	0xF5E5 	U+73CB 	第4水準 	
珡 	2-80-72 	0xF5E6 	U+73E1 	第4水準 	
珧 	2-80-73 	0xF5E7 	U+73E7 	第4水準 	
珹 	2-80-74 	0xF5E8 	U+73F9 	第4水準 	
琓 	2-80-75 	0xF5E9 	U+7413 	第4水準 	
珺 	2-80-76 	0xF5EA 	U+73FA 	第4水準 	
琁 	2-80-77 	0xF5EB 	U+7401 	第4水準 	
琤 	2-80-78 	0xF5EC 	U+7424 	第4水準 	
琱 	2-80-79 	0xF5ED 	U+7431 	第4水準 	
琹 	2-80-80 	0xF5EE 	U+7439 	第4水準 	
瑓 	2-80-81 	0xF5EF 	U+7453 	第4水準 	
瑀 	2-80-82 	0xF5F0 	U+7440 	第4水準 	
瑃 	2-80-83 	0xF5F1 	U+7443 	第4水準 	
瑍 	2-80-84 	0xF5F2 	U+744D 	第4水準 	
瑒 	2-80-85 	0xF5F3 	U+7452 	第4水準 	
瑝 	2-80-86 	0xF5F4 	U+745D 	第4水準 	
瑱 	2-80-87 	0xF5F5 	U+7471 	第4水準 	
璁 	2-80-88 	0xF5F6 	U+7481 	第4水準 	
璅 	2-80-89 	0xF5F7 	U+7485 	第4水準 	
璈 	2-80-90 	0xF5F8 	U+7488 	第4水準 	
𤩍 	2-80-91 	0xF5F9 	U+24A4D 	第4水準 	
璒 	2-80-92 	0xF5FA 	U+7492 	第4水準 	
璗 	2-80-93 	0xF5FB 	U+7497 	第4水準 	
璙 	2-80-94 	0xF5FC 	U+7499 	第4水準 	
2面81区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
璠 	2-81-01 	0xF640 	U+74A0 	第4水準 	
璡 	2-81-02 	0xF641 	U+74A1 	第4水準 	
璥 	2-81-03 	0xF642 	U+74A5 	第4水準 	
璪 	2-81-04 	0xF643 	U+74AA 	第4水準 	
璫 	2-81-05 	0xF644 	U+74AB 	第4水準 	
璹 	2-81-06 	0xF645 	U+74B9 	第4水準 	
璻 	2-81-07 	0xF646 	U+74BB 	第4水準 	
璺 	2-81-08 	0xF647 	U+74BA 	第4水準 	
瓖 	2-81-09 	0xF648 	U+74D6 	第4水準 	
瓘 	2-81-10 	0xF649 	U+74D8 	第4水準 	
瓞 	2-81-11 	0xF64A 	U+74DE 	第4水準 	
瓯 	2-81-12 	0xF64B 	U+74EF 	第4水準 	
瓫 	2-81-13 	0xF64C 	U+74EB 	第4水準 	
𤭖 	2-81-14 	0xF64D 	U+24B56 	第4水準 	
瓺 	2-81-15 	0xF64E 	U+74FA 	第4水準 	
𤭯 	2-81-16 	0xF64F 	U+24B6F 	第4水準 	
甠 	2-81-17 	0xF650 	U+7520 	第4水準 	
甤 	2-81-18 	0xF651 	U+7524 	第4水準 	
甪 	2-81-19 	0xF652 	U+752A 	第4水準 	
㽗 	2-81-20 	0xF653 	U+3F57 	第4水準 	
𤰖 	2-81-21 	0xF654 	U+24C16 	第4水準 	
甽 	2-81-22 	0xF655 	U+753D 	第4水準 	
甾 	2-81-23 	0xF656 	U+753E 	第4水準 	
畀 	2-81-24 	0xF657 	U+7540 	第4水準 	
畈 	2-81-25 	0xF658 	U+7548 	第4水準 	
畎 	2-81-26 	0xF659 	U+754E 	第4水準 	
畐 	2-81-27 	0xF65A 	U+7550 	第4水準 	
畒 	2-81-28 	0xF65B 	U+7552 	第4水準 	
畬 	2-81-29 	0xF65C 	U+756C 	第4水準 	
畲 	2-81-30 	0xF65D 	U+7572 	第4水準 	
畱 	2-81-31 	0xF65E 	U+7571 	第4水準 	
畺 	2-81-32 	0xF65F 	U+757A 	第4水準 	
畽 	2-81-33 	0xF660 	U+757D 	第4水準 	
畾 	2-81-34 	0xF661 	U+757E 	第4水準 	
疁 	2-81-35 	0xF662 	U+7581 	第4水準 	
𤴔 	2-81-36 	0xF663 	U+24D14 	第4水準 	
疌 	2-81-37 	0xF664 	U+758C 	第4水準 	
㽵 	2-81-38 	0xF665 	U+3F75 	第4水準 	
疢 	2-81-39 	0xF666 	U+75A2 	第4水準 	
㽷 	2-81-40 	0xF667 	U+3F77 	第4水準 	
疰 	2-81-41 	0xF668 	U+75B0 	第4水準 	
疷 	2-81-42 	0xF669 	U+75B7 	第4水準 	
疿 	2-81-43 	0xF66A 	U+75BF 	第4水準 	
痀 	2-81-44 	0xF66B 	U+75C0 	第4水準 	
痆 	2-81-45 	0xF66C 	U+75C6 	第4水準 	
痏 	2-81-46 	0xF66D 	U+75CF 	第4水準 	
痓 	2-81-47 	0xF66E 	U+75D3 	第4水準 	
痝 	2-81-48 	0xF66F 	U+75DD 	第4水準 	
痟 	2-81-49 	0xF670 	U+75DF 	第4水準 	
痠 	2-81-50 	0xF671 	U+75E0 	第4水準 	
痧 	2-81-51 	0xF672 	U+75E7 	第4水準 	
痬 	2-81-52 	0xF673 	U+75EC 	第4水準 	
痮 	2-81-53 	0xF674 	U+75EE 	第4水準 	
痱 	2-81-54 	0xF675 	U+75F1 	第4水準 	
痹 	2-81-55 	0xF676 	U+75F9 	第4水準 	
瘃 	2-81-56 	0xF677 	U+7603 	第4水準 	
瘘 	2-81-57 	0xF678 	U+7618 	第4水準 	
瘇 	2-81-58 	0xF679 	U+7607 	第4水準 	
瘏 	2-81-59 	0xF67A 	U+760F 	第4水準 	
㾮 	2-81-60 	0xF67B 	U+3FAE 	第4水準 	
𤸎 	2-81-61 	0xF67C 	U+24E0E 	第4水準 	
瘓 	2-81-62 	0xF67D 	U+7613 	第4水準 	
瘛 	2-81-63 	0xF67E 	U+761B 	第4水準 	
瘜 	2-81-64 	0xF680 	U+761C 	第4水準 	
𤸷 	2-81-65 	0xF681 	U+24E37 	第4水準 	
瘥 	2-81-66 	0xF682 	U+7625 	第4水準 	
瘨 	2-81-67 	0xF683 	U+7628 	第4水準 	
瘼 	2-81-68 	0xF684 	U+763C 	第4水準 	
瘳 	2-81-69 	0xF685 	U+7633 	第4水準 	
𤹪 	2-81-70 	0xF686 	U+24E6A 	第4水準 	
㿉 	2-81-71 	0xF687 	U+3FC9 	第4水準 	
癁 	2-81-72 	0xF688 	U+7641 	第4水準 	
𤺋 	2-81-73 	0xF689 	U+24E8B 	第4水準 	
癉 	2-81-74 	0xF68A 	U+7649 	第4水準 	
癕 	2-81-75 	0xF68B 	U+7655 	第4水準 	
㿗 	2-81-76 	0xF68C 	U+3FD7 	第4水準 	
癮 	2-81-77 	0xF68D 	U+766E 	第4水準 	
皕 	2-81-78 	0xF68E 	U+7695 	第4水準 	
皜 	2-81-79 	0xF68F 	U+769C 	第4水準 	
皡 	2-81-80 	0xF690 	U+76A1 	第4水準 	
皠 	2-81-81 	0xF691 	U+76A0 	第4水準 	
皧 	2-81-82 	0xF692 	U+76A7 	第4水準 	
皨 	2-81-83 	0xF693 	U+76A8 	第4水準 	
皯 	2-81-84 	0xF694 	U+76AF 	第4水準 	
𥁊 	2-81-85 	0xF695 	U+2504A 	第4水準 	
盉 	2-81-86 	0xF696 	U+76C9 	第4水準 	
𥁕 	2-81-87 	0xF697 	U+25055 	第4水準 	
盨 	2-81-88 	0xF698 	U+76E8 	第4水準 	
盬 	2-81-89 	0xF699 	U+76EC 	第4水準 	
𥄢 	2-81-90 	0xF69A 	U+25122 	第4水準 	
眗 	2-81-91 	0xF69B 	U+7717 	第4水準 	
眚 	2-81-92 	0xF69C 	U+771A 	第4水準 	
眭 	2-81-93 	0xF69D 	U+772D 	第4水準 	
眵 	2-81-94 	0xF69E 	U+7735 	第4水準 	
2面82区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
𥆩 	2-82-01 	0xF69F 	U+251A9 	第4水準 	
䀹 	2-82-02 	0xF6A0 	U+4039 	第4水準 	
𥇥 	2-82-03 	0xF6A1 	U+251E5 	第4水準 	
𥇍 	2-82-04 	0xF6A2 	U+251CD 	第4水準 	
睘 	2-82-05 	0xF6A3 	U+7758 	第4水準 	
睠 	2-82-06 	0xF6A4 	U+7760 	第4水準 	
睪 	2-82-07 	0xF6A5 	U+776A 	第4水準 	
𥈞 	2-82-08 	0xF6A6 	U+2521E 	第4水準 	
睲 	2-82-09 	0xF6A7 	U+7772 	第4水準 	
睼 	2-82-10 	0xF6A8 	U+777C 	第4水準 	
睽 	2-82-11 	0xF6A9 	U+777D 	第4水準 	
𥉌 	2-82-12 	0xF6AA 	U+2524C 	第4水準 	
䁘 	2-82-13 	0xF6AB 	U+4058 	第4水準 	
瞚 	2-82-14 	0xF6AC 	U+779A 	第4水準 	
瞟 	2-82-15 	0xF6AD 	U+779F 	第4水準 	
瞢 	2-82-16 	0xF6AE 	U+77A2 	第4水準 	
瞤 	2-82-17 	0xF6AF 	U+77A4 	第4水準 	
瞩 	2-82-18 	0xF6B0 	U+77A9 	第4水準 	
矞 	2-82-19 	0xF6B1 	U+77DE 	第4水準 	
矟 	2-82-20 	0xF6B2 	U+77DF 	第4水準 	
矤 	2-82-21 	0xF6B3 	U+77E4 	第4水準 	
矦 	2-82-22 	0xF6B4 	U+77E6 	第4水準 	
矪 	2-82-23 	0xF6B5 	U+77EA 	第4水準 	
矬 	2-82-24 	0xF6B6 	U+77EC 	第4水準 	
䂓 	2-82-25 	0xF6B7 	U+4093 	第4水準 	
矰 	2-82-26 	0xF6B8 	U+77F0 	第4水準 	
矴 	2-82-27 	0xF6B9 	U+77F4 	第4水準 	
矻 	2-82-28 	0xF6BA 	U+77FB 	第4水準 	
𥐮 	2-82-29 	0xF6BB 	U+2542E 	第4水準 	
砅 	2-82-30 	0xF6BC 	U+7805 	第4水準 	
砆 	2-82-31 	0xF6BD 	U+7806 	第4水準 	
砉 	2-82-32 	0xF6BE 	U+7809 	第4水準 	
